tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;38;4000;TT;7;4000;0
;tTT1;129;4000;TT;7;4000;0
;tTT2;22;4000;TT;7;4000;0
;tTT3;20;4000;TT;7;4000;0
;tTT4;162;4000;TT;7;4000;0
;tTT5;7;3000;TT;7;3000;0
;tTT6;28;4000;TT;7;4000;0
;tTT7;33;3000;TT;7;3000;0
;tTT8;74;3000;TT;7;3000;0
;tTT9;20;4000;TT;7;4000;0
;tTT10;97;4000;TT;7;4000;0
;tTT11;16;3000;TT;7;3000;0
;tTT12;10;3000;TT;7;3000;0
;tTT13;7;2000;TT;7;2000;0
;tTT14;23;2000;TT;7;2000;0
;tTT15;23;2000;TT;7;2000;0
;tTT16;41;2000;TT;7;2000;0
;tTT17;102;4000;TT;7;4000;0
;tTT18;56;3000;TT;7;3000;0
;tTT19;146;2000;TT;7;2000;0
;tTT20;3;3000;TT;7;3000;0
;tTT21;108;4000;TT;7;4000;0
;tTT22;25;2000;TT;7;2000;0
;tTT23;40;2000;TT;7;2000;0
;tTT24;47;2000;TT;7;2000;0
;tTT25;63;3000;TT;7;3000;0
;tTT26;66;2000;TT;7;2000;0
;tTT27;279;2000;TT;7;2000;0
;tTT28;189;3000;TT;7;3000;0
;tTT29;98;4000;TT;7;4000;0
;tET18;4;4000;ET;0;3998;1
;tET16;17;4000;ET;0;3401;0
;tET5;18;4000;ET;0;3398;0
;tET15;10;4000;ET;1;3121;0
;tET3;2;3000;ET;1;2839;0
;tET10;108;3000;ET;1;2597;0
;tET13;2;4000;ET;1;2280;0
;tET0;125;4000;ET;2;2168;0
;tET14;60;3000;ET;2;2034;0
;tET17;25;2000;ET;2;1972;0
;tET7;28;3000;ET;4;1919;0
;tET9;11;2000;ET;4;1778;0
;tET4;13;3000;ET;4;1733;0
;tET11;10;2000;ET;4;1701;0
;tET1;8;2000;ET;4;1691;0
;tET19;4;2000;ET;5;1620;0
;tET6;18;3000;ET;6;1584;0
;tET8;34;2000;ET;6;1577;0
;tET12;59;2000;ET;6;1525;0
;tET2;15;2000;ET;6;1141;0
