tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;13;4000;TT;7;4000;0
;tTT1;2;2000;TT;7;2000;0
;tTT2;8;2000;TT;7;2000;0
;tTT3;6;4000;TT;7;4000;0
;tTT4;1;2000;TT;7;2000;0
;tTT5;26;3000;TT;7;3000;0
;tTT6;1;2000;TT;7;2000;0
;tTT7;1;3000;TT;7;3000;0
;tTT8;45;4000;TT;7;4000;0
;tTT9;1;3000;TT;7;3000;0
;tTT10;4;2000;TT;7;2000;0
;tTT11;8;3000;TT;7;3000;0
;tTT12;8;3000;TT;7;3000;0
;tTT13;15;3000;TT;7;3000;0
;tTT14;28;3000;TT;7;3000;0
;tTT15;8;2000;TT;7;2000;0
;tTT16;13;3000;TT;7;3000;0
;tTT17;16;2000;TT;7;2000;0
;tTT18;1;4000;TT;7;4000;0
;tTT19;6;3000;TT;7;3000;0
;tTT20;24;4000;TT;7;4000;0
;tTT21;3;3000;TT;7;3000;0
;tTT22;2;3000;TT;7;3000;0
;tTT23;3;3000;TT;7;3000;0
;tTT24;7;3000;TT;7;3000;0
;tTT25;8;2000;TT;7;2000;0
;tTT26;45;4000;TT;7;4000;0
;tTT27;6;2000;TT;7;2000;0
;tTT28;7;3000;TT;7;3000;0
;tTT29;9;4000;TT;7;4000;0
;tET9;216;4000;ET;0;3986;1
;tET12;9;4000;ET;0;3413;0
;tET14;186;4000;ET;1;3227;0
;tET6;181;3000;ET;2;2860;0
;tET0;12;4000;ET;2;2685;0
;tET18;29;3000;ET;2;2446;0
;tET19;12;3000;ET;2;2341;0
;tET4;300;4000;ET;3;2179;0
;tET1;50;2000;ET;3;1908;0
;tET8;90;3000;ET;3;1859;0
;tET16;157;2000;ET;3;1703;0
;tET17;22;2000;ET;4;1673;1
;tET15;23;2000;ET;4;1524;1
;tET11;44;2000;ET;5;1246;0
;tET5;26;2000;ET;5;1234;0
;tET2;19;2000;ET;5;1172;0
;tET7;10;2000;ET;5;1112;0
;tET10;48;2000;ET;5;1068;0
;tET13;38;2000;ET;6;1056;0
;tET3;2;2000;ET;6;1020;1
