tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;50;2000;TT;7;2000;0
;tTT1;102;2000;TT;7;2000;0
;tTT2;13;4000;TT;7;4000;0
;tTT3;57;4000;TT;7;4000;0
;tTT4;17;3000;TT;7;3000;0
;tTT5;9;3000;TT;7;3000;0
;tTT6;36;3000;TT;7;3000;0
;tTT7;7;2000;TT;7;2000;0
;tTT8;26;3000;TT;7;3000;0
;tTT9;13;2000;TT;7;2000;0
;tTT10;56;2000;TT;7;2000;0
;tTT11;24;3000;TT;7;3000;0
;tTT12;36;4000;TT;7;4000;0
;tTT13;137;4000;TT;7;4000;0
;tTT14;3;2000;TT;7;2000;0
;tTT15;88;3000;TT;7;3000;0
;tTT16;50;2000;TT;7;2000;0
;tTT17;6;2000;TT;7;2000;0
;tTT18;12;4000;TT;7;4000;0
;tTT19;74;4000;TT;7;4000;0
;tTT20;7;3000;TT;7;3000;0
;tTT21;91;4000;TT;7;4000;0
;tTT22;39;3000;TT;7;3000;0
;tTT23;16;4000;TT;7;4000;0
;tTT24;18;4000;TT;7;4000;0
;tTT25;20;2000;TT;7;2000;0
;tTT26;87;3000;TT;7;3000;0
;tTT27;4;4000;TT;7;4000;0
;tTT28;2;3000;TT;7;3000;0
;tTT29;77;3000;TT;7;3000;0
;tET8;2;4000;ET;1;3975;3
;tET19;82;4000;ET;1;3931;2
;tET15;27;4000;ET;1;3842;1
;tET6;107;4000;ET;1;3735;0
;tET5;43;4000;ET;2;3246;1
;tET12;120;4000;ET;3;2996;0
;tET14;120;4000;ET;4;2845;0
;tET7;37;3000;ET;4;2838;3
;tET16;63;3000;ET;4;2823;0
;tET11;72;3000;ET;4;2790;0
;tET2;185;3000;ET;5;2635;0
;tET10;47;2000;ET;5;1994;0
;tET18;52;2000;ET;5;1913;0
;tET0;143;2000;ET;5;1894;0
;tET13;5;2000;ET;5;1764;0
;tET3;84;2000;ET;5;1745;0
;tET9;73;2000;ET;5;1724;0
;tET1;12;2000;ET;5;1444;0
;tET4;66;2000;ET;6;1330;0
;tET17;38;2000;ET;6;1327;0
