tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;65;3000;TT;7;3000;0
;tTT1;15;2000;TT;7;2000;0
;tTT2;8;4000;TT;7;4000;0
;tTT3;3;2000;TT;7;2000;0
;tTT4;21;3000;TT;7;3000;0
;tTT5;24;3000;TT;7;3000;0
;tTT6;14;3000;TT;7;3000;0
;tTT7;1;3000;TT;7;3000;0
;tTT8;38;4000;TT;7;4000;0
;tTT9;4;2000;TT;7;2000;0
;tTT10;17;4000;TT;7;4000;0
;tTT11;33;4000;TT;7;4000;0
;tTT12;33;3000;TT;7;3000;0
;tTT13;4;2000;TT;7;2000;0
;tTT14;6;4000;TT;7;4000;0
;tTT15;21;2000;TT;7;2000;0
;tTT16;51;3000;TT;7;3000;0
;tTT17;1;2000;TT;7;2000;0
;tTT18;1;3000;TT;7;3000;0
;tTT19;36;2000;TT;7;2000;0
;tTT20;4;2000;TT;7;2000;0
;tTT21;13;2000;TT;7;2000;0
;tTT22;4;2000;TT;7;2000;0
;tTT23;3;2000;TT;7;2000;0
;tTT24;57;3000;TT;7;3000;0
;tTT25;26;3000;TT;7;3000;0
;tTT26;28;4000;TT;7;4000;0
;tTT27;4;3000;TT;7;3000;0
;tTT28;53;3000;TT;7;3000;0
;tTT29;8;3000;TT;7;3000;0
;tET15;252;4000;ET;0;3846;2
;tET8;26;4000;ET;1;3386;1
;tET12;44;4000;ET;2;3167;0
;tET3;237;4000;ET;2;2916;0
;tET10;52;4000;ET;2;2913;0
;tET14;164;4000;ET;2;2841;1
;tET4;37;3000;ET;2;2776;0
;tET1;32;4000;ET;2;2663;1
;tET13;46;4000;ET;3;2586;1
;tET16;27;4000;ET;3;2568;2
;tET5;34;2000;ET;4;1992;0
;tET2;12;2000;ET;4;1842;2
;tET7;63;2000;ET;4;1809;1
;tET9;54;2000;ET;4;1793;0
;tET19;80;2000;ET;5;1460;0
;tET11;34;2000;ET;5;1391;0
;tET18;20;2000;ET;5;1380;0
;tET17;27;2000;ET;5;1302;0
;tET0;7;2000;ET;6;1296;0
;tET6;12;2000;ET;6;1191;1
