tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;93;4000;TT;7;4000;0
;tTT1;1;4000;TT;7;4000;0
;tTT2;22;3000;TT;7;3000;0
;tTT3;5;2000;TT;7;2000;0
;tTT4;7;3000;TT;7;3000;0
;tTT5;10;2000;TT;7;2000;0
;tTT6;3;3000;TT;7;3000;0
;tTT7;35;3000;TT;7;3000;0
;tTT8;14;4000;TT;7;4000;0
;tTT9;35;4000;TT;7;4000;0
;tTT10;5;2000;TT;7;2000;0
;tTT11;15;4000;TT;7;4000;0
;tTT12;19;4000;TT;7;4000;0
;tTT13;10;2000;TT;7;2000;0
;tTT14;5;4000;TT;7;4000;0
;tTT15;32;4000;TT;7;4000;0
;tTT16;68;3000;TT;7;3000;0
;tTT17;42;4000;TT;7;4000;0
;tTT18;41;2000;TT;7;2000;0
;tTT19;4;2000;TT;7;2000;0
;tTT20;25;3000;TT;7;3000;0
;tTT21;31;4000;TT;7;4000;0
;tTT22;6;4000;TT;7;4000;0
;tTT23;1;2000;TT;7;2000;0
;tTT24;5;3000;TT;7;3000;0
;tTT25;6;3000;TT;7;3000;0
;tTT26;33;4000;TT;7;4000;0
;tTT27;17;4000;TT;7;4000;0
;tTT28;38;2000;TT;7;2000;0
;tTT29;10;2000;TT;7;2000;0
;tET15;28;4000;ET;0;3792;3
;tET13;162;4000;ET;1;3052;2
;tET19;43;4000;ET;1;3042;1
;tET17;26;4000;ET;1;2915;0
;tET2;66;4000;ET;1;2763;0
;tET12;23;3000;ET;1;2562;0
;tET7;111;3000;ET;1;2503;0
;tET14;79;4000;ET;2;2231;0
;tET4;37;4000;ET;2;2179;0
;tET5;74;4000;ET;2;2158;0
;tET16;14;3000;ET;3;1979;0
;tET11;6;2000;ET;3;1834;3
;tET8;116;3000;ET;4;1729;0
;tET18;23;3000;ET;4;1679;0
;tET3;23;2000;ET;5;1495;0
;tET1;60;2000;ET;5;1470;0
;tET6;63;2000;ET;5;1441;0
;tET9;97;2000;ET;5;1220;0
;tET0;100;2000;ET;6;1164;0
;tET10;9;2000;ET;6;1054;0
