tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;18;3000;TT;7;3000;0
;tTT1;2;3000;TT;7;3000;0
;tTT2;3;4000;TT;7;4000;0
;tTT3;45;3000;TT;7;3000;0
;tTT4;16;3000;TT;7;3000;0
;tTT5;58;4000;TT;7;4000;0
;tTT6;1;4000;TT;7;4000;0
;tTT7;31;4000;TT;7;4000;0
;tTT8;48;2000;TT;7;2000;0
;tTT9;8;2000;TT;7;2000;0
;tTT10;8;2000;TT;7;2000;0
;tTT11;87;3000;TT;7;3000;0
;tTT12;7;3000;TT;7;3000;0
;tTT13;15;3000;TT;7;3000;0
;tTT14;16;3000;TT;7;3000;0
;tTT15;7;2000;TT;7;2000;0
;tTT16;12;4000;TT;7;4000;0
;tTT17;44;2000;TT;7;2000;0
;tTT18;3;4000;TT;7;4000;0
;tTT19;19;2000;TT;7;2000;0
;tTT20;14;3000;TT;7;3000;0
;tTT21;1;3000;TT;7;3000;0
;tTT22;3;3000;TT;7;3000;0
;tTT23;32;3000;TT;7;3000;0
;tTT24;19;4000;TT;7;4000;0
;tTT25;8;2000;TT;7;2000;0
;tTT26;1;2000;TT;7;2000;0
;tTT27;4;4000;TT;7;4000;0
;tTT28;17;2000;TT;7;2000;0
;tTT29;15;2000;TT;7;2000;0
;tET0;12;4000;ET;1;3717;1
;tET1;160;4000;ET;1;3633;1
;tET19;55;4000;ET;1;3451;1
;tET12;135;4000;ET;2;2565;1
;tET4;153;3000;ET;3;2486;0
;tET17;82;3000;ET;3;2486;0
;tET6;48;3000;ET;4;2399;1
;tET18;113;3000;ET;4;2082;1
;tET13;72;3000;ET;4;2048;0
;tET15;136;3000;ET;4;2038;1
;tET9;97;2000;ET;4;1978;0
;tET10;115;2000;ET;5;1836;1
;tET11;23;2000;ET;5;1788;0
;tET7;15;2000;ET;5;1708;0
;tET5;124;3000;ET;5;1696;0
;tET16;133;3000;ET;5;1688;0
;tET8;106;2000;ET;6;1620;1
;tET14;39;2000;ET;6;1486;0
;tET3;23;2000;ET;6;1462;0
;tET2;34;2000;ET;6;1115;0
