tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;21;4000;TT;7;4000;0
;tTT1;29;2000;TT;7;2000;0
;tTT2;58;4000;TT;7;4000;0
;tTT3;44;4000;TT;7;4000;0
;tTT4;1;3000;TT;7;3000;0
;tTT5;1;2000;TT;7;2000;0
;tTT6;12;4000;TT;7;4000;0
;tTT7;69;3000;TT;7;3000;0
;tTT8;17;4000;TT;7;4000;0
;tTT9;6;3000;TT;7;3000;0
;tTT10;6;3000;TT;7;3000;0
;tTT11;6;4000;TT;7;4000;0
;tTT12;52;4000;TT;7;4000;0
;tTT13;9;4000;TT;7;4000;0
;tTT14;7;4000;TT;7;4000;0
;tTT15;9;2000;TT;7;2000;0
;tTT16;23;4000;TT;7;4000;0
;tTT17;29;3000;TT;7;3000;0
;tTT18;79;3000;TT;7;3000;0
;tTT19;23;2000;TT;7;2000;0
;tTT20;54;3000;TT;7;3000;0
;tTT21;19;4000;TT;7;4000;0
;tTT22;35;4000;TT;7;4000;0
;tTT23;28;3000;TT;7;3000;0
;tTT24;143;4000;TT;7;4000;0
;tTT25;27;4000;TT;7;4000;0
;tTT26;60;2000;TT;7;2000;0
;tTT27;14;2000;TT;7;2000;0
;tTT28;7;2000;TT;7;2000;0
;tTT29;77;3000;TT;7;3000;0
;tET6;8;4000;ET;0;3852;2
;tET19;112;4000;ET;0;3629;1
;tET7;58;4000;ET;0;3586;2
;tET5;213;4000;ET;1;3210;0
;tET1;76;3000;ET;1;2969;0
;tET18;37;3000;ET;2;2934;0
;tET14;64;4000;ET;2;2741;0
;tET13;21;3000;ET;2;2735;0
;tET11;42;2000;ET;4;1916;0
;tET3;14;2000;ET;4;1907;0
;tET4;58;2000;ET;4;1864;0
;tET16;255;3000;ET;5;1845;0
;tET15;4;3000;ET;5;1837;0
;tET2;98;3000;ET;5;1792;0
;tET8;11;2000;ET;5;1630;0
;tET0;45;2000;ET;5;1277;1
;tET17;32;2000;ET;5;1226;0
;tET9;27;2000;ET;5;1133;0
;tET12;16;2000;ET;6;1075;0
;tET10;8;2000;ET;6;1010;0
