tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;27;4000;TT;7;4000;0
;tTT1;50;4000;TT;7;4000;0
;tTT2;13;2000;TT;7;2000;0
;tTT3;45;3000;TT;7;3000;0
;tTT4;6;3000;TT;7;3000;0
;tTT5;113;4000;TT;7;4000;0
;tTT6;9;3000;TT;7;3000;0
;tTT7;13;3000;TT;7;3000;0
;tTT8;40;2000;TT;7;2000;0
;tTT9;26;2000;TT;7;2000;0
;tTT10;22;4000;TT;7;4000;0
;tTT11;51;2000;TT;7;2000;0
;tTT12;17;3000;TT;7;3000;0
;tTT13;1;3000;TT;7;3000;0
;tTT14;17;2000;TT;7;2000;0
;tTT15;12;4000;TT;7;4000;0
;tTT16;2;2000;TT;7;2000;0
;tTT17;4;3000;TT;7;3000;0
;tTT18;104;3000;TT;7;3000;0
;tTT19;169;3000;TT;7;3000;0
;tTT20;3;2000;TT;7;2000;0
;tTT21;24;4000;TT;7;4000;0
;tTT22;26;2000;TT;7;2000;0
;tTT23;4;2000;TT;7;2000;0
;tTT24;9;2000;TT;7;2000;0
;tTT25;7;3000;TT;7;3000;0
;tTT26;39;3000;TT;7;3000;0
;tTT27;1;2000;TT;7;2000;0
;tTT28;18;3000;TT;7;3000;0
;tTT29;11;4000;TT;7;4000;0
;tET6;147;4000;ET;0;3639;1
;tET2;30;4000;ET;0;3274;0
;tET12;171;4000;ET;1;3252;0
;tET5;133;4000;ET;1;3200;0
;tET18;65;4000;ET;2;2905;0
;tET13;37;3000;ET;3;2806;0
;tET0;49;4000;ET;4;2729;0
;tET19;62;3000;ET;4;2193;0
;tET14;2;3000;ET;4;1958;0
;tET7;58;2000;ET;4;1903;1
;tET15;2;2000;ET;4;1824;0
;tET3;177;3000;ET;4;1818;0
;tET16;103;2000;ET;5;1816;0
;tET1;38;2000;ET;5;1806;1
;tET17;53;2000;ET;5;1737;0
;tET9;10;3000;ET;5;1716;0
;tET8;60;2000;ET;5;1456;1
;tET11;198;2000;ET;6;1292;0
;tET4;2;2000;ET;6;1114;0
;tET10;2;2000;ET;6;1082;0
