tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;1;2000;TT;7;2000;0
;tTT1;1;2000;TT;7;2000;0
;tTT2;2;2000;TT;7;2000;0
;tTT3;23;3000;TT;7;3000;0
;tTT4;2;2000;TT;7;2000;0
;tTT5;2;2000;TT;7;2000;0
;tTT6;49;4000;TT;7;4000;0
;tTT7;17;3000;TT;7;3000;0
;tTT8;1;4000;TT;7;4000;0
;tTT9;2;2000;TT;7;2000;0
;tTT10;8;2000;TT;7;2000;0
;tTT11;16;4000;TT;7;4000;0
;tTT12;6;2000;TT;7;2000;0
;tTT13;3;4000;TT;7;4000;0
;tTT14;35;4000;TT;7;4000;0
;tTT15;1;3000;TT;7;3000;0
;tTT16;5;3000;TT;7;3000;0
;tTT17;10;3000;TT;7;3000;0
;tTT18;8;2000;TT;7;2000;0
;tTT19;6;2000;TT;7;2000;0
;tTT20;31;3000;TT;7;3000;0
;tTT21;1;2000;TT;7;2000;0
;tTT22;7;2000;TT;7;2000;0
;tTT23;23;3000;TT;7;3000;0
;tTT24;10;2000;TT;7;2000;0
;tTT25;17;3000;TT;7;3000;0
;tTT26;1;2000;TT;7;2000;0
;tTT27;18;3000;TT;7;3000;0
;tTT28;6;4000;TT;7;4000;0
;tTT29;3;3000;TT;7;3000;0
;tET3;109;4000;ET;0;3604;2
;tET11;54;4000;ET;0;3389;1
;tET10;25;4000;ET;0;3247;0
;tET12;41;4000;ET;0;3105;0
;tET1;123;4000;ET;0;2994;0
;tET2;280;3000;ET;1;2616;0
;tET15;144;3000;ET;2;2538;1
;tET17;141;3000;ET;2;2413;1
;tET0;168;4000;ET;3;2332;0
;tET18;59;3000;ET;3;2327;0
;tET13;221;3000;ET;3;2002;1
;tET6;31;2000;ET;4;1922;0
;tET4;33;3000;ET;4;1868;0
;tET7;78;2000;ET;4;1784;0
;tET9;48;2000;ET;4;1774;0
;tET19;192;3000;ET;5;1690;0
;tET8;87;2000;ET;5;1649;2
;tET5;21;3000;ET;6;1594;1
;tET14;23;2000;ET;6;1465;1
;tET16;152;2000;ET;6;1323;1
