tasks;name;duration;period;type;priority;deadline;seperation
;tTT0;11;3000;TT;7;3000;0
;tTT1;9;3000;TT;7;3000;0
;tTT2;106;4000;TT;7;4000;0
;tTT3;110;4000;TT;7;4000;0
;tTT4;3;2000;TT;7;2000;0
;tTT5;36;2000;TT;7;2000;0
;tTT6;4;2000;TT;7;2000;0
;tTT7;1;3000;TT;7;3000;0
;tTT8;9;2000;TT;7;2000;0
;tTT9;6;2000;TT;7;2000;0
;tTT10;9;2000;TT;7;2000;0
;tTT11;9;2000;TT;7;2000;0
;tTT12;3;3000;TT;7;3000;0
;tTT13;41;2000;TT;7;2000;0
;tTT14;53;3000;TT;7;3000;0
;tTT15;26;3000;TT;7;3000;0
;tTT16;216;4000;TT;7;4000;0
;tTT17;7;2000;TT;7;2000;0
;tTT18;24;4000;TT;7;4000;0
;tTT19;8;2000;TT;7;2000;0
;tTT20;80;3000;TT;7;3000;0
;tTT21;18;2000;TT;7;2000;0
;tTT22;17;3000;TT;7;3000;0
;tTT23;30;4000;TT;7;4000;0
;tTT24;11;2000;TT;7;2000;0
;tTT25;26;3000;TT;7;3000;0
;tTT26;20;4000;TT;7;4000;0
;tTT27;10;3000;TT;7;3000;0
;tTT28;36;3000;TT;7;3000;0
;tTT29;22;3000;TT;7;3000;0
;tET9;34;4000;ET;0;3350;3
;tET0;17;3000;ET;0;2959;2
;tET6;24;3000;ET;0;2933;1
;tET12;8;3000;ET;1;2898;0
;tET2;27;4000;ET;1;2843;0
;tET8;214;4000;ET;2;2644;0
;tET19;35;3000;ET;2;2376;0
;tET16;152;4000;ET;3;2261;2
;tET18;31;4000;ET;3;2201;3
;tET14;409;3000;ET;3;2055;0
;tET1;30;2000;ET;3;1959;0
;tET4;251;3000;ET;3;1848;0
;tET3;143;3000;ET;4;1839;0
;tET7;140;3000;ET;4;1764;1
;tET13;31;3000;ET;4;1647;0
;tET15;16;3000;ET;5;1618;0
;tET5;24;2000;ET;5;1555;0
;tET10;17;2000;ET;6;1435;0
;tET17;128;2000;ET;6;1391;2
;tET11;63;2000;ET;6;1256;0
